"aou","SPEC","nObs","r2","Estimate","std.error","z.value","p.value","term","sig"
3930,"HAWO",295,0.0178325589533343,9.42734847128742e-05,0.00193981402390174,0.048599238664773,0.961238676707335,"tmax","p > 0.05"
3930,"HAWO",295,0.0178325589533343,-0.00292734910252175,0.00227623373980469,-1.28604942951638,0.198425811429602,"deltaED","p > 0.05"
3930,"HAWO",295,0.0178325589533343,-0.00288522141489654,0.0022252121236343,-1.29660511204851,0.194767092635771,"tmin","p > 0.05"
3930,"HAWO",295,0.0178325589533343,0.000212756647953834,0.00189142409308379,0.112484898935042,0.910438942653996,"deltaProp","p > 0.05"
3930,"HAWO",295,0.0178325589533343,0.000805226358811466,0.00194700116009871,0.41357261377833,0.679187133126655,"tmax:deltaED","p > 0.05"
3930,"HAWO",295,0.0178325589533343,0.00336920268099725,0.00265175369484137,1.27055641990868,0.203886499129333,"deltaED:tmin","p > 0.05"
4950,"BHCO",692,0.0583404450746936,0.00114667137489264,0.00227476423847358,0.504083612489919,0.614202622204687,"tmax","p > 0.05"
4950,"BHCO",692,0.0583404450746936,-4.76277929490533e-05,0.00202915997949661,-0.0234716796262011,0.981274028643821,"deltaED","p > 0.05"
4950,"BHCO",692,0.0583404450746936,-0.00263001285104443,0.002211586005225,-1.18919763682302,0.234361904239462,"tmin","p > 0.05"
4950,"BHCO",692,0.0583404450746936,0.000769943868067068,0.00159184219431407,0.483681027439304,0.628612259965619,"deltaProp","p > 0.05"
4950,"BHCO",692,0.0583404450746936,0.000268077506849124,0.00226068069549285,0.118582649634508,0.905606011935592,"tmax:deltaED","p > 0.05"
4950,"BHCO",692,0.0583404450746936,0.000151795533623556,0.0023766796736848,0.063868738940411,0.949074744151025,"deltaED:tmin","p > 0.05"
4050,"PIWO",465,0.0391649984621145,0.00139369514482334,0.00231898406234648,0.600993843576966,0.547844086787919,"tmax","p > 0.05"
4050,"PIWO",465,0.0391649984621145,-0.00128671426542808,0.0020320737090205,-0.633202555456662,0.526601377157851,"deltaED","p > 0.05"
4050,"PIWO",465,0.0391649984621145,-0.000106846517414969,0.00283449674958252,-0.037695057308041,0.96993081689455,"tmin","p > 0.05"
4050,"PIWO",465,0.0391649984621145,0.000571694131364078,0.00162833590132628,0.351091031585334,0.725520055983666,"deltaProp","p > 0.05"
4050,"PIWO",465,0.0391649984621145,0.00168253289275367,0.00238205076060319,0.706337967511496,0.47997798754871,"tmax:deltaED","p > 0.05"
4050,"PIWO",465,0.0391649984621145,-0.00261308922222296,0.00281083031434682,-0.929650291903229,0.352552179180385,"deltaED:tmin","p > 0.05"
4930,"EUST",668,0.0569635581942873,-0.00222832901500811,0.00247270101186851,-0.90117203993226,0.367496854607848,"tmax","p > 0.05"
4930,"EUST",668,0.0569635581942873,0.00210603332082133,0.00216786549387322,0.971477855417394,0.331310375267424,"deltaED","p > 0.05"
4930,"EUST",668,0.0569635581942873,-0.00847389839954927,0.00239555490267569,-3.53734259652511,0.000404175018311692,"tmin","p < 0.05"
4930,"EUST",668,0.0569635581942873,-0.0029143065808676,0.00185035075733423,-1.57500223636852,0.115255928347799,"deltaProp","p > 0.05"
4930,"EUST",668,0.0569635581942873,-1.79073568748332e-05,0.00275913116886379,-0.00649021586103408,0.994821593323148,"tmax:deltaED","p > 0.05"
4930,"EUST",668,0.0569635581942873,0.00381313786225812,0.00251752949593288,1.5146348308603,0.129864906405911,"deltaED:tmin","p > 0.05"
